Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Tag 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Origin Country,Variant Price India [INR],Variant Price INR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JC4N9QNEDM9NFK0FCFK5NMDV,kandi-podi,Kandi Podi,published,"Our Kandi Podi is a traditional Andhra spice powder made from premium quality lentils, carefully roasted and ground to perfection. It has a savory, rich flavor that makes it a comforting addition to any meal.",,,http://localhost:9000/static/1731028377176-kandi.jpg,,ptyp_01JBEF9K21GDRP33SE26G9KSY2,2024-11-08T01:12:57.252Z,,true,,,http://localhost:9000/static/1731028377176-kandi.jpg,false,,,,,sc_01JBEEWJ7T2N8T932TZBXA632W,Powders,2024-11-08T01:12:57.252Z,,,variant_01JC4N9QR52TAA66Y6JZ3BCB1P,100gms,KP-100,,,,,true,false,,2024-11-08T01:12:57.350Z,,,,,,quantity,100gms,,125,125,prod_01JC4N9QNEDM9NFK0FCFK5NMDV,2024-11-08T01:12:57.350Z,0,,
prod_01JC4N9QNEDM9NFK0FCFK5NMDV,kandi-podi,Kandi Podi,published,"Our Kandi Podi is a traditional Andhra spice powder made from premium quality lentils, carefully roasted and ground to perfection. It has a savory, rich flavor that makes it a comforting addition to any meal.",,,http://localhost:9000/static/1731028377176-kandi.jpg,,ptyp_01JBEF9K21GDRP33SE26G9KSY2,2024-11-08T01:12:57.252Z,,true,,,http://localhost:9000/static/1731028377176-kandi.jpg,false,,,,,sc_01JBEEWJ7T2N8T932TZBXA632W,Powders,2024-11-08T01:12:57.252Z,,,variant_01JC4N9QR56WMWX5YNRR8XK39R,200gms,KP-250,,,,,true,false,,2024-11-08T01:12:57.350Z,,,,,,quantity,200gms,,145,145,prod_01JC4N9QNEDM9NFK0FCFK5NMDV,2024-11-08T01:12:57.350Z,0,,
